pto_no,sacco,permit_id,primary_route,all_matches,confidence,score,reasons,route_text
NTSA/RSN-0115,Embassava,ADR-ZZJSQLQ,33B,33B (MEDIUM:51); 33FED (MEDIUM:51); 110 (MEDIUM:48),MEDIUM,51,"3 waypoints (imara, daima, embakasi); Terminal 'commercial'","Machakos, Tala Kangundomombasa rd Kitengela A. rivergreatwall Mlolongo Embakasi tajmall imara daima Savannah mananja rd Utawala Eastern bypass Kangundo rd MalaaJogoo rd Likoni rd lungalunga rd Enterprise rd Gikomba Eastleigh Juja rd Outering rd Alsops Thika rd KU ruiru kihunguro juja thika makongenimuranga rd forest rd globe r. about, Accra rd"
NTSA/RSN-0115,Embassava,ADR-LZRSWEY,,,UNMATCHED,0,Insufficient keyword overlap,"embkasi, mombasa road, accra"
NTSA/RSN-0115,Embassava,ADR-O68I2OK,,,UNMATCHED,0,Insufficient keyword overlap,"emabakasi, jogoo road, accra road"
NTSA/RSN-0115,Embassava,ADR-6DBS8BR,,,UNMATCHED,0,Insufficient keyword overlap,"emabakasi, jogoo road, accra road"
NTSA/RSN-0115,Embassava,ADR-WZ9SLQY,,,UNMATCHED,0,Insufficient keyword overlap,"accra road, embakasi, mombasa road"
NTSA/RSN-0115,Embassava,ADR-537HY73,10,10 (LOW:39); 33DP (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","embakasi, muthurwa, jogoo road"
NTSA/RSN-0115,Embassava,ADR-A5AC2QB,,,UNMATCHED,0,Insufficient keyword overlap,"accra road, mombasa road, embakasi"
NTSA/RSN-0115,Embassava,ADR-9AKFOKE,110,110 (LOW:36),LOW,36,"3 waypoints (mombasa, mlolongo, kitengela)","accra road, mombasa road, mlolongo, kitengela"
NTSA/RSN-0115,Embassava,ADR-DB3TQ5R,,,UNMATCHED,0,Insufficient keyword overlap,"emabakasi, accra road, jogoo road"
NTSA/RSN-0115,Embassava,ADR-3ZQSO3Y,,,UNMATCHED,0,Insufficient keyword overlap,"alsolps, outering road, city cabanas"
NTSA/RSN-0115,Embassava,ADR-JY7SELA,33FED,33FED (LOW:39),LOW,39,"2 waypoints (embakasi, jogoo); Terminal 'commercial'","accra rd, jogoo rd, embakasi"
NTSA/RSN-0115,Embassava,ADR-POKS7R6,33FED,33FED (LOW:39); 33TP (LOW:39),LOW,39,"2 waypoints (embakasi, jogoo); Terminal 'commercial'","embakasi, jogoo rd,mombasa road,outerind road,savannah route,alsops, accra rd"
NTSA/RSN-0115,Embassava,,110,110 (MEDIUM:48); 237 (MEDIUM:48); 110ATH (MEDIUM:48),MEDIUM,48,"5 waypoints (imara, mombasa, kitengela)","Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back- Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back - Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back"
NTSA/RSN-01756,Expreso,NTR-00202002051557030,,,UNMATCHED,0,Insufficient keyword overlap,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKangundo rdKomarocks rdInfinityMwiki, Kasarani"
NTSA/RSN-01756,Expreso,NTR-00201901221600550,,,UNMATCHED,0,Insufficient keyword overlap,"NDEIYA, NDUMAONDIRIKIKUYUKABIRIADAGORETTI MARKETKARENBOMASRONGAI, KISERIAN"
NTSA/RSN-01756,Expreso,NTR-00201901041415180,,,UNMATCHED,0,Insufficient keyword overlap,"Ndeiya, Nduma (via Zambezi)KikuyuDagoreti MarketKabiriaBomasRongai, Kiserian"
NTSA/RSN-01756,Expreso,NTR-00202011171152220,102,102 (LOW:36),LOW,36,"3 waypoints (kawangware, dagoretti, kikuyu)","Ndeiya, Nduma (via Zambezi) Kikuyu Dagoretti market Kawangware KNH Ambassador Tom Mboya Ngara Thika rd Outering rd Kangundo rd Kasarani, Mwiki"
NTSA/RSN-01756,Expreso,NTR-00202012111036520,2,2 (MEDIUM:63); 102 (MEDIUM:63); 111 (MEDIUM:51),MEDIUM,63,"5 waypoints (dagoretti, kawangware, ngong); Terminal 'railways'","Railways, Ngong rd Kawangware Kabiria Waithaka Dagoretti market Karen Ngong Kikuyu Lusigetti, Kamangu"
NTSA/RSN-01756,Expreso,NTR-00202012311422330,126,126 (MEDIUM:48); 102 (LOW:36); 125 (LOW:36),MEDIUM,48,"4 waypoints (rongai, ongata, bomas)","Kimende, Limuru Muguga Kikuyu Nduma Ndeiya Dagoretti Market Kawangware KNH Karen Bomas Ongata Rongai, Kiserian"
NTSA/RSN-01756,Expreso,NTR-00201811260931410,126,126 (MEDIUM:63); 125 (MEDIUM:51),MEDIUM,63,"4 waypoints (rongai, kiserian, railways); Terminal 'railways'","kiserian, rongai,langata rd,kabiria,knh,ambassador, railways"
NTSA/RSN-01756,Expreso,NTR-00201810080909530,237,237 (LOW:36),LOW,36,"3 waypoints (juja, thika, ngara)","ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,choka,kasarani,mwiki, infinity"
NTSA/RSN-01756,Expreso,ADR-WZ9S9JA,,,UNMATCHED,0,Insufficient keyword overlap,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKomarocks rdKangundo rdInfinityMwiki, Kasarani"
NTSA/RSN-01756,Expreso,ADR-537HWAM,2,2 (MEDIUM:48); 24 (MEDIUM:48); 102 (MEDIUM:48),MEDIUM,48,"4 waypoints (kawangware, ngong, kenol)","limuru, kikuyu dagoretti mrktkabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity kenol kiambu ruaka, western bypass"
NTSA/RSN-01756,Expreso,ADR-A5AC8DY,2,2 (MEDIUM:48); 24 (MEDIUM:48); 102 (MEDIUM:48),MEDIUM,48,"4 waypoints (kawangware, ngong, kenol)","Limuru, kikuyu dagoretti market kabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity Thika Makongeni kenol kiambu ruaka, Western bypass"
NTSA/RSN-01756,Expreso,ADR-9AKFREZ,105,105 (LOW:39),LOW,39,"2 waypoints (westlands, kikuyu); Terminal 'odeon'","ndeiya, kikuyu, waiyaki way, westlands, tommboya, thika road, mwiki"
NTSA/RSN-01756,Expreso,ADR-DB3TO97,237,237 (LOW:36),LOW,36,"3 waypoints (juja, thika, ngara)","ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,mwiki, infinity"
NTSA/RSN-01756,Expreso,ADR-3ZQS287,237,237 (LOW:36),LOW,36,"3 waypoints (juja, thika, ngara)","ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,kasarani,mwiki, infinity"
NTSA/RSN-01756,Expreso,ADR-JY7S7DP,126,126 (LOW:36),LOW,36,"3 waypoints (rongai, bomas, kiserian)","ndeiya, kikuyu,dagoreti market,kabiria,bomas,rongai, kiserian"
NTSA/RSN-01756,Expreso,ADR-POKSK8P,126,126 (MEDIUM:63); 125 (MEDIUM:51); 111 (LOW:39),MEDIUM,63,"4 waypoints (rongai, mbagathi, railways); Terminal 'railways'","railways, knh,mbagathi way,rongai, kiserian"
NTSA/RSN-01756,Expreso,ADR-VYASA63,126,126 (LOW:36),LOW,36,"3 waypoints (rongai, bomas, kiserian)","ndeiya, kikuyu,kabiria,dagoretti market,karen,bomas,rongai, kiserian"
NTSA/RSN-0122,Express Connections,NTR-00181,5,5 (LOW:39); 24 (LOW:39); 24C (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","eastlands, ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen,kawangware, kawangware"
NTSA/RSN-0122,Express Connections,NTR-00178,24C,24C (MEDIUM:63); 24 (MEDIUM:51); 5 (LOW:39),MEDIUM,63,"4 waypoints (hardy, jamuhuri, kibera); Terminal 'kencom'","jkia, mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen, hardy"
NTSA/RSN-0122,Express Connections,NTR-00176,19C,19C (LOW:39); 46K (LOW:39),LOW,39,"2 waypoints (umoja, jogoo); Terminal 'kencom'","jkia, umoja, buru, jogoo road, gpo, knh, yaya, kawangware, setlite"
NTSA/RSN-0122,Express Connections,ADR-A5AC7EZ,24C,24C (MEDIUM:63); 24 (MEDIUM:51); 5 (LOW:39),MEDIUM,63,"4 waypoints (hardy, jamuhuri, kibera); Terminal 'kencom'","jkia, hardy, mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen"
NTSA/RSN-0122,Express Connections,ADR-9AKFW3M,5,5 (LOW:39); 24 (LOW:39); 24C (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","eastlands, ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen,kawangware, kawangware"
NTSA/RSN-0122,Express Connections,ADR-DB3T3P6,5,5 (LOW:39); 46K (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","komarock, buru buru, gogoo road, bustation, kencom, knh, kawangware, jamhuri"
NTSA/RSN-0122,Express Connections,ADR-3ZQSAYR,24C,24C (MEDIUM:63); 24 (MEDIUM:51); 32A (LOW:39),MEDIUM,63,"5 waypoints (karen, kibera, langata); Terminal 'kencom'","jkia, utawala, umoja, bururu, kencom, knh, ngumo, kibera, kawangware, satellite, karen, langata road, waiyaki way, hardy"
NTSA/RSN-0122,Express Connections,ADR-JY7S3OM,24C,24C (MEDIUM:63); 24 (MEDIUM:51); 5 (LOW:39),MEDIUM,63,"4 waypoints (hardy, jamuhuri, kibera); Terminal 'kencom'","jkia, hardy,mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen"
NTSA/RSN-0122,Express Connections,ADR-POKSOLR,5,5 (LOW:39); 46K (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","komarock, buru buru,gogoo road,bustation,kencom,knh,kawangware, jamhuri"
NTSA/RSN-0122,Express Connections,ADR-VYASLKV,5,5 (LOW:39); 24 (LOW:39); 24C (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","eastlands, kawangware,ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen, kawangware"
NTSA/RSN-0122,Express Connections,ADR-Q5LC6K8,19C,19C (LOW:39); 46K (LOW:39),LOW,39,"2 waypoints (umoja, jogoo); Terminal 'kencom'","jkia, setlite,umoja, buru, jogoo road, gpo, knh, yaya, kawangware"
NTSA/RSN-0122,Express Connections,ADR-EPJSYPY,111,111 (MEDIUM:48); 24C (MEDIUM:48); 38/39 (LOW:39),MEDIUM,48,"4 waypoints (umoja, karen, ngong)","githunguri, ngong,utawala, jkia, umoja, buruburu, jogoo road, bus station, knh, langata, karen, hardy"
NTSA/RSN-0122,Express Connections,ADR-2DVS5QB,5,5 (LOW:39); 46K (LOW:39),LOW,39,"2 waypoints (jamhuri, kencom); Terminal 'kencom'","komarock, jamhuri,buru buru,gogoo road,bustation,kencom,knh, kawangware"
NTSA/RSN-0122,Express Connections,ADR-K9BFVAL,111,111 (LOW:36); 24C (LOW:36),LOW,36,"3 waypoints (kibera, jogoo, karen)","hardy, karen, kawangware, yaya, kibera, knh, bus station, jogoo road, jkia"
NTSA/RSN-0127,Fastrack United AND Credit,NTR-00202202221453100,2,2 (MEDIUM:51); 56 (MEDIUM:51); 102 (MEDIUM:51),MEDIUM,51,"3 waypoints (kawangware, ngong, railways); Terminal 'railways'","Railways, Community Jamhuri via Ngong Rd Wanyee Satelite Kabiria Kawangware Othaya Rd via Lavington Uthiru via WestlandsDagoretti Market, Kawangware"
NTSA/RSN-0127,Fastrack United AND Credit,NTR-0042,2,2 (LOW:39); 56 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, yaya, kawangware"
NTSA/RSN-0127,Fastrack United AND Credit,ADR-3ZQS3MO,2,2 (LOW:39); 56 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, kawangware, yaya"
NTSA/RSN-0129,FIG Komba,NTR-00201812211059020,29/30,29/30 (MEDIUM:51); 28 (LOW:39); 41 (LOW:39),MEDIUM,51,"3 waypoints (north, mathare, ngara); Terminal 'fig tree'","mathare north, ngara,figtree,gikomba, kiambio"
NTSA/RSN-0129,FIG Komba,NTR-0044,3N,3N (LOW:39),LOW,39,"2 waypoints (gikomba, ngara); Terminal 'gikomba'","figtree, ngara,gikomba, kiambio"
NTSA/RSN-0129,FIG Komba,ADR-2DVSRRD,29/30,29/30 (MEDIUM:51); 28 (LOW:39); 41 (LOW:39),MEDIUM,51,"3 waypoints (north, mathare, ngara); Terminal 'fig tree'","mathare north, ngara, gikomba, kiambio"
NTSA/RSN-0129,FIG Komba,ADR-K9BF66E,29/30,29/30 (MEDIUM:51); 28 (LOW:39); 41 (LOW:39),MEDIUM,51,"3 waypoints (north, mathare, ngara); Terminal 'fig tree'","mathare north, ngara, gikomba, kiambio"
NTSA/RSN-0129,FIG Komba,ADR-7WRS999,3N,3N (LOW:39),LOW,39,"2 waypoints (gikomba, ngara); Terminal 'gikomba'","figtree, kiambio,ngara, gikomba"
NTSA/RSN-0129,FIG Komba,ADR-BQ9SQQ3,41,41 (LOW:39),LOW,39,"2 waypoints (gikomba, dandora); Terminal 'gikomba'","dandora, juja road, gikomba"
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00202104150827230,33C,33C (MEDIUM:51); 33FED (MEDIUM:51); 33TP (MEDIUM:51),MEDIUM,51,"3 waypoints (cabanas, commercial, jogoo); Terminal 'commercial'","Commercial, Jogoo rd Eastleigh Jericho Outering rd Kariobangi ound about Juja rd Cabanas Koma Kenol, Machakos"
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00202211011743410,28,28 (MEDIUM:63); 29/30 (MEDIUM:51); 33C (MEDIUM:51),MEDIUM,63,"4 waypoints (gikomba, mathare, eastleigh); Terminal 'gikomba'","Commercial, Ngara Fig Tree Gikomba Muthurwa Eastleigh Thika Rd Kiambio Jericho Outering Rd Kariobangi Round About Mathare North Jogoo Rd Cabanas Kangundo Rd Ruai Tala Kantafu Koma Ruiru Ndani Kwa Maiko Juja Thika Kabati Kenol, Machakos"
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00201812211059020,29/30,29/30 (MEDIUM:51); 28 (LOW:39); 41 (LOW:39),MEDIUM,51,"3 waypoints (north, mathare, ngara); Terminal 'fig tree'","mathare north, ngara,figtree,gikomba, kiambio"
NTSA/RSN-7695,FIG Prestige Management Company,ADR-537HQZK,29/30,29/30 (MEDIUM:51); 28 (LOW:39); 41 (LOW:39),MEDIUM,51,"3 waypoints (north, mathare, ngara); Terminal 'fig tree'","mathare north, ngara, gikomba, kiambio"
NTSA/RSN-01899,Five Friends Investment Company,NTR-00202008111555100,,,UNMATCHED,0,Insufficient keyword overlap,"Huruma, DandoraMolem roadKangundo road, Malaa"
NTSA/RSN-01899,Five Friends Investment Company,NTR-00202008111557230,,,UNMATCHED,0,Insufficient keyword overlap,"Huruma, Outering road, Mlolongo"
NTSA/RSN-01899,Five Friends Investment Company,ADR-YM3SJA3,,,UNMATCHED,0,Insufficient keyword overlap,"Ngara, Huruma Dandora Molem road Kangundo road, Malaa"
NTSA/RSN-01899,Five Friends Investment Company,ADR-8LMS562,41,41 (LOW:39); 3N (LOW:39); 04SK (LOW:36),LOW,39,"2 waypoints (gikomba, dandora); Terminal 'gikomba'","Ngara, Huruma Dandora Molem road Kangundo roadMalaauUtawala Mlolongo Outering rd Thika rd Gikomba Jogoo rd Savannah, Kayole"
NTSA/RSN-01899,Five Friends Investment Company,ADR-ZZJSVWM,14,14 (MEDIUM:51); 04SK (MEDIUM:51); 46B (MEDIUM:51),MEDIUM,51,"3 waypoints (ronald, kariobangi, ngala); Terminal 'otc'","Ngara, Huruma via Ronald Ngala Dandora Kariobangi Alsops Thika rd Mowlem rdJogoo rd Gikomba Kagundo rd Malaa Savannah Kayole Utawala Outering rd cabanas, Mlolongo"
NTSA/RSN-01899,Five Friends Investment Company,ADR-2DVSDOA,1960,1960 (MEDIUM:63); 04SK (MEDIUM:63); 14 (MEDIUM:51),MEDIUM,63,"4 waypoints (kayole, manyanja, soweto); Terminal 'otc'","Ngara, Huruma via Ronald Ngala Dandora Kariobangi AlsopsThika rd Mowlem rd Jogoo rd Gikomba Soweto Spine Rd Manyanja Rd Kagundo rd Malaa Savannah Kayole Utawala Outering rd cabanas, Mlolongo"
NTSA/RSN-0134,Forward Travellers,NTR-00246,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, emali,oloitoktok, taveta"
NTSA/RSN-0134,Forward Travellers,NTR-00117,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, juja road, gikomba"
NTSA/RSN-0134,Forward Travellers,NTR-0047,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, jogoo road,muthurwa, otc"
NTSA/RSN-0134,Forward Travellers,NTR-00202002041321020,,,UNMATCHED,0,Insufficient keyword overlap,"O.t.c, Jogoo rdUmojaKayoleMihangoEastern by pass, Ruiru"
NTSA/RSN-0134,Forward Travellers,NTR-00202002041322540,,,UNMATCHED,0,Insufficient keyword overlap,"Kayole, KomarocksMowlemJuja rdEastleigh, Alsops"
NTSA/RSN-0134,Forward Travellers,NTR-00202002041322120,,,UNMATCHED,0,Insufficient keyword overlap,"Malaa, KayoleJoskaKamuluRuaiSaikaMowlemjogooroad, Bus station"
NTSA/RSN-0134,Forward Travellers,NTR-00202012161512240,,,UNMATCHED,0,Insufficient keyword overlap,"Kayole, Gikombe Alsops Mihango, Cabanas"
NTSA/RSN-0134,Forward Travellers,NTR-00202102051741120,38/39,38/39 (MEDIUM:63); 16/62 (MEDIUM:51); 33DP (MEDIUM:51),MEDIUM,63,"5 waypoints (jogoo, umoja, kayole); Terminal 'bus station'","KANGEMA, MURANGA-THIKA-RUIRU-E BYPASS-KANGUNDO RD-JOGOO RD-JUJA RD-EASTLIEGH-GIKOMBA-ALSOLPS-NGARA-MFANGANO STREET-BUS STATION-MUTHURWA-KAYOLE-KOMAROCKS-UMOJA-MOWLEM-SAVVANNAH-CABANAS-UTAWALA-MIHANGO-TASSIA LINK RD-MALAA-MOMBASA RD-EMALI, LOITOKTOK"
NTSA/RSN-0134,Forward Travellers,NTR-00202211180859400,,,UNMATCHED,0,Insufficient keyword overlap,"Voi, Ikutha Kibwezi Mwingi Mutomo Kitui Makueni Kilimambogo Nairobi Narok Kisii Nyamira Kisumu Siaya, Bungoma"
NTSA/RSN-0134,Forward Travellers,NTR-00206,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, umoja, outering, juja road, gikomba"
NTSA/RSN-0134,Forward Travellers,NTR-00207,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, mihango, eastern bypass, juja road, bus station"
NTSA/RSN-0134,Forward Travellers,NTR-0052,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, umoja,outering,juja road, gikomba"
NTSA/RSN-0134,Forward Travellers,NTR-0048,28,28 (LOW:39),LOW,39,"2 waypoints (gikomba, eastleigh); Terminal 'gikomba'","kayole, juja road,eastleigh, gikomba"
NTSA/RSN-0134,Forward Travellers,NTR-0049,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, juja road,muthurwa,otc, bustation"
NTSA/RSN-0134,Forward Travellers,ADR-O68IMM7,,,UNMATCHED,0,Insufficient keyword overlap,"Malaa, KayoleJoskaKamuluRuaiSaikaMowlemKariobangiGikomba, Bus station"
NTSA/RSN-0134,Forward Travellers,ADR-6DBS997,,,UNMATCHED,0,Insufficient keyword overlap,"Nairobi, ThikaMuranga, Kangema"
NTSA/RSN-0134,Forward Travellers,ADR-WZ9SEEJ,1960,1960 (MEDIUM:63); 04SK (MEDIUM:63); 1961K (MEDIUM:51),MEDIUM,63,"4 waypoints (umoja, donholm, kayole); Terminal 'otc'","OTC, Jogoo rd Donholm Umoja Kayole Mihango Eastern Bypass, Ruiru"
NTSA/RSN-0134,Forward Travellers,ADR-537HBOV,38/39,38/39 (MEDIUM:63); 16/62 (MEDIUM:51); 237 (MEDIUM:48),MEDIUM,63,"4 waypoints (umoja, kayole, kangundo); Terminal 'bus station'","Kangema, Muranga Thika Ruiru Estern Bypass Kangundo Rd Jogoo Rd Juja Rd Gikomba Alsops Ngara Mfangano Street Bus station Kayole Komarock Rd Umoja Morlem Savannah Cabanas Utawala-Mihango Northern Bypass Tassia Rd Malaa Mombasa Rd Mwiki Mwihoko Katani Emali Loitoktok, Nyahururu"
NTSA/RSN-0134,Forward Travellers,ADR-A5ACK7E,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, juja road, eastern bypass, bus station"
NTSA/RSN-0134,Forward Travellers,ADR-9AKFJWV,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, jogoo road, muthurwa, otc, mfangano"
NTSA/RSN-0134,Forward Travellers,ADR-DB3TY3L,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, emali, loitoktok, taveta"
NTSA/RSN-0134,Forward Travellers,ADR-3ZQSJAZ,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, mfangano,jogoo road, muthurwa, otc"
NTSA/RSN-0134,Forward Travellers,ADR-JY7SZ3B,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba,umoja,outering, juja road"
NTSA/RSN-0134,Forward Travellers,ADR-POKSYOW,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, bus station,mihango, eastern bypass, juja road"
NTSA/RSN-0134,Forward Travellers,ADR-VYASWL7,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba,umoja, outering, juja road"
NTSA/RSN-0134,Forward Travellers,ADR-Q5LC865,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, bus station,juja road, eastern bypass"
NTSA/RSN-0134,Forward Travellers,ADR-EPJSEY7,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, taveta,emali, oloitoktok"
NTSA/RSN-0134,Forward Travellers,ADR-2DVSR5D,38/39,38/39 (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'bus station'","bus station, jogoo road, kayole, utawala"
NTSA/RSN-0134,Forward Travellers,ADR-K9BF6VE,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, thika, muranga"
NTSA/RSN-0134,Forward Travellers,ADR-7WRS9Z9,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","kayole, jogoo road, otc"
NTSA/RSN-0134,Forward Travellers,ADR-BQ9SQ33,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, mfangano street, otc"
NTSA/RSN-0134,Forward Travellers,ADR-REOSZLO,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba,allsops,, juja road"
NTSA/RSN-0134,Forward Travellers,ADR-MDMSJAQ,04SK,04SK (MEDIUM:51); 1960 (LOW:39); 1961K (LOW:39),MEDIUM,51,"3 waypoints (kangundo, kayole, jogoo); Terminal 'otc'","kayole, otc,kangundo,tala, jogoo road"
NTSA/RSN-0134,Forward Travellers,ADR-YM3SBE5,,,UNMATCHED,0,Insufficient keyword overlap,"nairobi, taveta,emali, loitoktok"
NTSA/RSN-0134,Forward Travellers,ADR-8LMSYVK,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, komarocksmolemjuja road, eastleigh"
NTSA/RSN-0134,Forward Travellers,ADR-ZZJSJ2A,28,28 (LOW:39),LOW,39,"2 waypoints (gikomba, eastleigh); Terminal 'gikomba'","kayole, gikomba,juja road, eastleigh"
NTSA/RSN-0134,Forward Travellers,ADR-2DVSR5M,38/39,38/39 (MEDIUM:51); 10 (LOW:39); 33DP (LOW:39),MEDIUM,51,"3 waypoints (kayole, muthurwa, jogoo); Terminal 'bus station'","bus station, muthurwa, jogoo road, kayole, eastern bypass, utawala"
NTSA/RSN-0134,Forward Travellers,ADR-K9BF6V8,28,28 (LOW:39),LOW,39,"2 waypoints (kariobangi, gikomba); Terminal 'gikomba'","kariobangi south, outering road, thika road, gikomba, commercial"
NTSA/RSN-0134,Forward Travellers,ADR-7WRS9ZW,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba, juja road"
NTSA/RSN-0134,Forward Travellers,ADR-BQ9SQ3A,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","otc, jogoo rd, kayole, mihango, eastern bypass, ruiru underpass"
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00201901151029270,237,237 (MEDIUM:48); 44G (LOW:39); 145 (LOW:36),MEDIUM,48,"5 waypoints (thika, githurai, kahawa)","tom mboya, zimmerman,githurai,kahawa west,ruiru,juja,thika road, makongenithika"
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00202103091438110,237,237 (MEDIUM:48); 28 (LOW:39); 33C (LOW:39),MEDIUM,48,"5 waypoints (thika, githurai, kahawa)","Commercial, Alsops Outering rd Juja rd Jogoo rd Kangundo rd Eastleigh Gikomba Thika rd Githurai Kahawa west Bypass Ruiru, Thika(makongeni)"
NTSA/RSN-0136,Fourty Four Owners Company,NTR-0066,,,UNMATCHED,0,Insufficient keyword overlap,"commercial, zimmerman,kahawa west, githurai"
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00201909171049330,237,237 (MEDIUM:48); 145 (LOW:36); 107D (LOW:36),MEDIUM,48,"4 waypoints (githurai, kahawa, thika)","commercial, thika rd,githurai,kahawa west,bypass,ruiru, thika (makongeni)"
